,limit_year,level2_name,special_id,degree,rank_type,view_week,view_total,level3_name,name,rank,rankall,id,spcode,level1,level3,level1_name,view_month,level2
769,三年,资源环境与安全大类,447,,47,3,3434,气象类,大气科学技术,650,1068,gkspecial447,520701,2,136,专科（高职）,13,16
770,三年,资源环境与安全大类,448,,49,2,3237,气象类,大气探测技术,649,1090,gkspecial448,520702,2,136,专科（高职）,6,16
771,三年,资源环境与安全大类,449,,46,2,3747,气象类,应用气象技术,648,1047,gkspecial449,520703,2,136,专科（高职）,10,16
772,三年,资源环境与安全大类,450,,56,2,2603,气象类,防雷技术,647,1166,gkspecial450,520704,2,136,专科（高职）,7,16
773,三年,资源环境与安全大类,451,,2,5,20990,环境保护类,环境监测与控制技术,646,250,gkspecial451,520801,2,137,专科（高职）,26,16
774,三年,资源环境与安全大类,452,,17,2,20719,环境保护类,农村环境保护,645,470,gkspecial452,520802,2,137,专科（高职）,6,16
775,三年,资源环境与安全大类,453,,16,2,20722,环境保护类,室内环境检测与控制技术,644,463,gkspecial453,520803,2,137,专科（高职）,9,16
776,三年,资源环境与安全大类,454,,39,4,19134,环境保护类,环境工程技术,643,675,gkspecial454,520804,2,137,专科（高职）,39,16
777,三年,资源环境与安全大类,455,,8,6,20768,环境保护类,环境信息技术,642,392,gkspecial455,520805,2,137,专科（高职）,14,16
778,三年,资源环境与安全大类,456,,26,2,20691,环境保护类,核与辐射检测防护技术,641,558,gkspecial456,520806,2,137,专科（高职）,8,16
779,三年,资源环境与安全大类,457,,42,4,10393,环境保护类,环境规划与管理,640,773,gkspecial457,520807,2,137,专科（高职）,12,16
780,三年,资源环境与安全大类,458,,15,2,20723,环境保护类,环境评价与咨询服务,639,461,gkspecial458,520808,2,137,专科（高职）,8,16
781,三年,资源环境与安全大类,459,,6,2,20775,环境保护类,污染修复与生态工程技术,638,380,gkspecial459,520809,2,137,专科（高职）,16,16
782,三年,资源环境与安全大类,460,,12,3,20728,环境保护类,清洁生产与减排技术,637,442,gkspecial460,520810,2,137,专科（高职）,12,16
783,三年,资源环境与安全大类,461,,18,2,20719,环境保护类,资源综合利用与管理技术,636,471,gkspecial461,520811,2,137,专科（高职）,10,16
784,三年,资源环境与安全大类,1299,,67,1,179,环境保护类,水净化与安全技术,0,1290,gkspecial1299,520812,2,137,专科（高职）,8,16
785,三年,资源环境与安全大类,462,,9,3,20760,安全类,安全健康与环保,635,406,gkspecial462,520901,2,138,专科（高职）,23,16
786,三年,资源环境与安全大类,463,,21,2,20705,安全类,化工安全技术,634,504,gkspecial463,520902,2,138,专科（高职）,8,16
787,三年,资源环境与安全大类,464,,54,3,2645,安全类,救援技术,633,1162,gkspecial464,520903,2,138,专科（高职）,9,16
788,三年,资源环境与安全大类,465,,4,4,20843,安全类,安全技术与管理,632,324,gkspecial465,520904,2,138,专科（高职）,17,16
789,三年,资源环境与安全大类,466,,20,2,20717,安全类,工程安全评价与监理,631,478,gkspecial466,520905,2,138,专科（高职）,7,16
790,三年,资源环境与安全大类,467,,22,2,20704,安全类,安全生产监测监控,630,508,gkspecial467,520906,2,138,专科（高职）,7,16
791,三年,资源环境与安全大类,468,,13,3,20728,安全类,职业卫生技术与管理,629,443,gkspecial468,520907,2,138,专科（高职）,8,16
792,三年,能源动力与材料大类,469,,41,6,6348,电力技术类,发电厂及电力系统,628,881,gkspecial469,530101,2,139,专科（高职）,23,17
793,三年,能源动力与材料大类,470,,43,2,2797,电力技术类,供用电技术,627,1140,gkspecial470,530102,2,139,专科（高职）,11,17
794,三年,能源动力与材料大类,471,,40,9,7265,电力技术类,电力系统自动化技术,626,855,gkspecial471,530103,2,139,专科（高职）,30,17
795,三年,能源动力与材料大类,472,,45,2,2418,电力技术类,高压输配电线路施工运行与维护,625,1186,gkspecial472,530104,2,139,专科（高职）,7,17
796,三年,能源动力与材料大类,473,,3,1,20814,电力技术类,电力系统继电保护与自动化技术,624,348,gkspecial473,530105,2,139,专科（高职）,10,17
797,三年,能源动力与材料大类,474,,7,3,20737,电力技术类,水电站机电设备与自动化,623,432,gkspecial474,530106,2,139,专科（高职）,8,17
798,三年,能源动力与材料大类,475,,49,2,1307,电力技术类,电网监控技术,622,1259,gkspecial475,530107,2,139,专科（高职）,11,17
799,三年,能源动力与材料大类,476,,8,2,20726,电力技术类,电力客户服务与管理,621,449,gkspecial476,530108,2,139,专科（高职）,7,17
800,三年,能源动力与材料大类,477,,10,2,20724,电力技术类,水电站与电力网,620,457,gkspecial477,530109,2,139,专科（高职）,8,17
801,三年,能源动力与材料大类,478,,16,2,20701,电力技术类,电源变换技术与应用,619,517,gkspecial478,530110,2,139,专科（高职）,7,17
802,三年,能源动力与材料大类,479,,15,2,20702,电力技术类,农业电气化技术,618,513,gkspecial479,530111,2,139,专科（高职）,9,17
803,三年,能源动力与材料大类,480,,22,3,20689,电力技术类,分布式发电与微电网技术,617,564,gkspecial480,530112,2,139,专科（高职）,8,17
804,三年,能源动力与材料大类,1300,,50,2,193,电力技术类,机场电工技术,0,1287,gkspecial1300,530113,2,139,专科（高职）,13,17
805,三年,能源动力与材料大类,481,,44,1,2550,热能与发电工程类,电厂热能动力装置,616,1173,gkspecial481,530201,2,140,专科（高职）,5,17
806,三年,能源动力与材料大类,482,,46,2,2337,热能与发电工程类,城市热能应用技术,615,1194,gkspecial482,530202,2,140,专科（高职）,8,17
807,三年,能源动力与材料大类,483,,6,3,20744,热能与发电工程类,核电站动力设备运行与维护,614,420,gkspecial483,530203,2,140,专科（高职）,10,17
808,三年,能源动力与材料大类,484,,47,1,2134,热能与发电工程类,火电厂集控运行,613,1207,gkspecial484,530204,2,140,专科（高职）,5,17
809,三年,能源动力与材料大类,485,,19,2,20692,热能与发电工程类,电厂化学与环保技术,612,551,gkspecial485,530205,2,140,专科（高职）,7,17
810,三年,能源动力与材料大类,486,,14,3,20703,热能与发电工程类,电厂热工自动化技术,611,511,gkspecial486,530206,2,140,专科（高职）,7,17
811,三年,能源动力与材料大类,487,,1,8,20939,新能源发电工程类,风力发电工程技术,610,277,gkspecial487,530301,2,141,专科（高职）,18,17
812,三年,能源动力与材料大类,488,,17,2,20696,新能源发电工程类,风电系统运行与维护,609,530,gkspecial488,530302,2,141,专科（高职）,5,17
813,三年,能源动力与材料大类,489,,5,4,20754,新能源发电工程类,生物质能应用技术,608,412,gkspecial489,530303,2,141,专科（高职）,8,17
814,三年,能源动力与材料大类,490,,4,3,20770,新能源发电工程类,光伏发电技术与应用,607,388,gkspecial490,530304,2,141,专科（高职）,13,17
815,三年,能源动力与材料大类,491,,11,2,20721,新能源发电工程类,工业节能技术,606,466,gkspecial491,530305,2,141,专科（高职）,6,17
816,三年,能源动力与材料大类,492,,29,2,20681,新能源发电工程类,节电技术与管理,605,603,gkspecial492,530306,2,141,专科（高职）,9,17
817,三年,能源动力与材料大类,493,,13,2,20717,新能源发电工程类,太阳能光热技术与应用,604,479,gkspecial493,530307,2,141,专科（高职）,6,17
818,三年,能源动力与材料大类,494,,42,2,4140,新能源发电工程类,农村能源与环境技术,603,1017,gkspecial494,530308,2,141,专科（高职）,6,17
819,,能源动力与材料大类,8554,,52,4,39,新能源发电工程类,氢能技术应用,0,1331,gkspecial8554,530309,2,141,专科（高职）,16,17
820,三年,能源动力与材料大类,495,,9,2,20726,黑色金属材料类,黑色冶金技术,602,450,gkspecial495,530401,2,142,专科（高职）,5,17
821,三年,能源动力与材料大类,496,,32,3,20674,黑色金属材料类,轧钢工程技术,601,619,gkspecial496,530402,2,142,专科（高职）,6,17
822,三年,能源动力与材料大类,497,,36,2,20665,黑色金属材料类,钢铁冶金设备应用技术,600,651,gkspecial497,530403,2,142,专科（高职）,4,17
823,三年,能源动力与材料大类,498,,23,2,20689,黑色金属材料类,金属材料质量检测,599,565,gkspecial498,530404,2,142,专科（高职）,6,17
824,三年,能源动力与材料大类,499,,35,2,20667,黑色金属材料类,铁矿资源综合利用,598,647,gkspecial499,530405,2,142,专科（高职）,6,17
825,三年,能源动力与材料大类,500,,18,3,20696,有色金属材料类,有色冶金技术,597,531,gkspecial500,530501,2,143,专科（高职）,8,17
826,三年,能源动力与材料大类,501,,37,2,20664,有色金属材料类,有色冶金设备应用技术,596,654,gkspecial501,530502,2,143,专科（高职）,7,17
827,三年,能源动力与材料大类,502,,38,2,20660,有色金属材料类,金属压力加工,595,663,gkspecial502,530503,2,143,专科（高职）,6,17
828,三年,能源动力与材料大类,503,,31,2,20677,有色金属材料类,金属精密成型技术,594,611,gkspecial503,530504,2,143,专科（高职）,8,17
829,三年,能源动力与材料大类,1301,,51,1,112,有色金属材料类,储能材料技术,0,1313,gkspecial1301,530505,2,143,专科（高职）,4,17
830,三年,能源动力与材料大类,504,,48,1,2122,非金属材料类,材料工程技术,593,1208,gkspecial504,530601,2,144,专科（高职）,11,17
831,三年,能源动力与材料大类,505,,2,7,20839,非金属材料类,高分子材料工程技术,592,327,gkspecial505,530602,2,144,专科（高职）,21,17
832,三年,能源动力与材料大类,506,,12,2,20718,非金属材料类,复合材料工程技术,591,473,gkspecial506,530603,2,144,专科（高职）,7,17
833,三年,能源动力与材料大类,507,,26,2,20685,非金属材料类,非金属矿物材料技术,590,586,gkspecial507,530604,2,144,专科（高职）,6,17
834,三年,能源动力与材料大类,508,,28,2,20684,非金属材料类,光伏材料制备技术,589,588,gkspecial508,530605,2,144,专科（高职）,7,17
835,三年,能源动力与材料大类,509,,30,2,20679,非金属材料类,炭素加工技术,588,606,gkspecial509,530606,2,144,专科（高职）,6,17
836,三年,能源动力与材料大类,510,,24,3,20689,非金属材料类,硅材料制备技术,587,566,gkspecial510,530607,2,144,专科（高职）,7,17
837,三年,能源动力与材料大类,511,,33,3,20673,非金属材料类,橡胶工程技术,586,622,gkspecial511,530608,2,144,专科（高职）,7,17
838,三年,能源动力与材料大类,512,,39,4,12882,建筑材料类,建筑材料工程技术,585,730,gkspecial512,530701,2,145,专科（高职）,15,17
839,三年,能源动力与材料大类,513,,27,3,20685,建筑材料类,建筑材料检测技术,584,587,gkspecial513,530702,2,145,专科（高职）,8,17
840,三年,能源动力与材料大类,514,,21,2,20691,建筑材料类,建筑装饰材料技术,583,559,gkspecial514,530703,2,145,专科（高职）,7,17
841,三年,能源动力与材料大类,515,,34,2,20672,建筑材料类,建筑材料设备应用,582,626,gkspecial515,530704,2,145,专科（高职）,7,17
842,三年,能源动力与材料大类,516,,25,2,20689,建筑材料类,新型建筑材料技术,581,567,gkspecial516,530705,2,145,专科（高职）,7,17
843,三年,能源动力与材料大类,517,,20,3,20692,建筑材料类,建筑材料生产与管理,580,552,gkspecial517,530706,2,145,专科（高职）,10,17
844,三年,土木建筑大类,518,,2,41,23745,建筑设计类,建筑设计,579,71,gkspecial518,540101,2,146,专科（高职）,206,18
845,三年,土木建筑大类,519,,24,6,5017,建筑设计类,建筑装饰工程技术,578,950,gkspecial519,540102,2,146,专科（高职）,46,18
846,三年,土木建筑大类,520,,9,3,21095,建筑设计类,古建筑工程技术,577,229,gkspecial520,540103,2,146,专科（高职）,30,18
847,三年,土木建筑大类,521,,4,16,21897,建筑设计类,建筑室内设计,576,135,gkspecial521,540104,2,146,专科（高职）,86,18
848,三年,土木建筑大类,522,,5,8,21366,建筑设计类,风景园林设计,575,171,gkspecial522,540105,2,146,专科（高职）,47,18
849,三年,土木建筑大类,523,,21,4,7169,建筑设计类,园林工程技术,574,859,gkspecial523,540106,2,146,专科（高职）,21,18
850,三年,土木建筑大类,524,,10,4,20969,建筑设计类,建筑动画与模型制作,573,267,gkspecial524,540107,2,146,专科（高职）,28,18
851,三年,土木建筑大类,525,,6,10,21236,城乡规划与管理类,城乡规划,572,187,gkspecial525,540201,2,147,专科（高职）,42,18
852,三年,土木建筑大类,526,,16,4,20791,城乡规划与管理类,村镇建设与管理,571,366,gkspecial526,540202,2,147,专科（高职）,20,18
853,三年,土木建筑大类,527,,13,3,20830,城乡规划与管理类,城市信息化管理,570,332,gkspecial527,540203,2,147,专科（高职）,13,18
854,三年,土木建筑大类,528,,3,22,22128,土建施工类,建筑工程技术,569,123,gkspecial528,540301,2,148,专科（高职）,91,18
855,三年,土木建筑大类,529,,12,5,20891,土建施工类,地下与隧道工程技术,568,293,gkspecial529,540302,2,148,专科（高职）,15,18
856,三年,土木建筑大类,530,,7,6,21225,土建施工类,土木工程检测技术,567,191,gkspecial530,540303,2,148,专科（高职）,31,18
857,三年,土木建筑大类,531,,17,2,20768,土建施工类,建筑钢结构工程技术,566,393,gkspecial531,540304,2,148,专科（高职）,14,18
858,三年,土木建筑大类,532,,22,5,5944,建筑设备类,建筑设备工程技术,565,898,gkspecial532,540401,2,149,专科（高职）,15,18
859,三年,土木建筑大类,533,,29,5,3414,建筑设备类,供热通风与空调工程技术,564,1072,gkspecial533,540402,2,149,专科（高职）,12,18
860,三年,土木建筑大类,534,,31,4,3146,建筑设备类,建筑电气工程技术,563,1100,gkspecial534,540403,2,149,专科（高职）,20,18
861,三年,土木建筑大类,535,,11,3,20899,建筑设备类,建筑智能化工程技术,562,289,gkspecial535,540404,2,149,专科（高职）,25,18
862,三年,土木建筑大类,536,,27,1,4130,建筑设备类,工业设备安装工程技术,561,1019,gkspecial536,540405,2,149,专科（高职）,11,18
863,三年,土木建筑大类,537,,23,2,5436,建筑设备类,消防工程技术,560,926,gkspecial537,540406,2,149,专科（高职）,14,18
864,三年,土木建筑大类,538,,8,3,21103,建设工程管理类,建设工程管理,559,227,gkspecial538,540501,2,150,专科（高职）,22,18
865,三年,土木建筑大类,539,,1,9,40938,建设工程管理类,工程造价,558,28,gkspecial539,540502,2,150,专科（高职）,81,18
866,三年,土木建筑大类,540,,30,1,3149,建设工程管理类,建筑经济管理,557,1099,gkspecial540,540503,2,150,专科（高职）,9,18
867,三年,土木建筑大类,541,,18,2,20738,建设工程管理类,建设项目信息化管理,556,428,gkspecial541,540504,2,150,专科（高职）,12,18
868,三年,土木建筑大类,542,,14,2,20798,建设工程管理类,建设工程监理,555,359,gkspecial542,540505,2,150,专科（高职）,15,18
869,三年,土木建筑大类,543,,28,1,3817,市政工程类,市政工程技术,554,1042,gkspecial543,540601,2,151,专科（高职）,13,18
870,三年,土木建筑大类,544,,25,2,4555,市政工程类,城市燃气工程技术,553,980,gkspecial544,540602,2,151,专科（高职）,8,18
871,三年,土木建筑大类,545,,26,4,4141,市政工程类,给排水工程技术,552,1015,gkspecial545,540603,2,151,专科（高职）,25,18
872,三年,土木建筑大类,546,,20,3,20700,市政工程类,环境卫生工程技术,551,520,gkspecial546,540604,2,151,专科（高职）,8,18
873,三年,土木建筑大类,547,,15,2,20793,房地产类,房地产经营与管理,550,364,gkspecial547,540701,2,152,专科（高职）,16,18
874,三年,土木建筑大类,548,,19,2,20711,房地产类,房地产检测与估价,549,488,gkspecial548,540702,2,152,专科（高职）,8,18
875,三年,土木建筑大类,549,,32,2,2378,房地产类,物业管理,548,1191,gkspecial549,540703,2,152,专科（高职）,15,18
876,三年,水利大类,550,,1,5,20981,水文水资源类,水文与水资源工程,547,256,gkspecial550,550101,2,153,专科（高职）,16,19
877,三年,水利大类,551,,4,3,20710,水文水资源类,水文测报技术,546,493,gkspecial551,550102,2,153,专科（高职）,10,19
878,三年,水利大类,552,,14,2,3028,水文水资源类,水政水资源管理,545,1112,gkspecial552,550103,2,153,专科（高职）,10,19
879,三年,水利大类,553,,15,8,2915,水利工程与管理类,水利工程,544,1127,gkspecial553,550201,2,154,专科（高职）,22,19
880,三年,水利大类,554,,2,4,20892,水利工程与管理类,水利水电工程技术,543,292,gkspecial554,550202,2,154,专科（高职）,20,19
881,三年,水利大类,555,,11,2,12079,水利工程与管理类,水利水电工程管理,542,742,gkspecial555,550203,2,154,专科（高职）,9,19
882,三年,水利大类,556,,12,1,4741,水利工程与管理类,水利水电建筑工程,541,962,gkspecial556,550204,2,154,专科（高职）,9,19
883,三年,水利大类,557,,8,2,20675,水利工程与管理类,机电排灌工程技术,540,613,gkspecial557,550205,2,154,专科（高职）,8,19
884,三年,水利大类,558,,16,3,1080,水利工程与管理类,港口航道与治河工程,539,1262,gkspecial558,550206,2,154,专科（高职）,10,19
885,三年,水利大类,559,,13,4,3431,水利工程与管理类,水务管理,538,1069,gkspecial559,550207,2,154,专科（高职）,11,19
886,三年,水利大类,560,,5,2,20706,水利水电设备类,水电站动力设备,537,503,gkspecial560,550301,2,155,专科（高职）,9,19
887,三年,水利大类,561,,10,2,20670,水利水电设备类,水电站电气设备,536,633,gkspecial561,550302,2,155,专科（高职）,7,19
888,三年,水利大类,562,,6,3,20687,水利水电设备类,水电站运行与管理,535,574,gkspecial562,550303,2,155,专科（高职）,9,19
889,三年,水利大类,563,,9,2,20675,水利水电设备类,水利机电设备运行与管理,534,614,gkspecial563,550304,2,155,专科（高职）,7,19
890,三年,水利大类,564,,7,2,20687,水土保持与水环境类,水土保持技术,533,575,gkspecial564,550401,2,156,专科（高职）,8,19
891,三年,水利大类,565,,3,4,20750,水土保持与水环境类,水环境监测与治理,532,416,gkspecial565,550402,2,156,专科（高职）,14,19
892,三年,装备制造大类,566,,46,22,12026,机械设计制造类,机械设计与制造,531,745,gkspecial566,560101,2,157,专科（高职）,68,20
893,三年,装备制造大类,567,,47,5,11268,机械设计制造类,机械制造与自动化,530,754,gkspecial567,560102,2,157,专科（高职）,55,20
894,三年,装备制造大类,568,,48,6,10203,机械设计制造类,数控技术,529,776,gkspecial568,560103,2,157,专科（高职）,40,20
895,三年,装备制造大类,569,,59,2,3311,机械设计制造类,精密机械技术,528,1079,gkspecial569,560104,2,157,专科（高职）,15,20
896,三年,装备制造大类,570,,9,2,20794,机械设计制造类,特种加工技术,527,362,gkspecial570,560105,2,157,专科（高职）,10,20
897,三年,装备制造大类,571,,62,3,2437,机械设计制造类,材料成型与控制技术,526,1185,gkspecial571,560106,2,157,专科（高职）,11,20
898,三年,装备制造大类,572,,50,2,7912,机械设计制造类,金属材料与热处理技术,525,833,gkspecial572,560107,2,157,专科（高职）,7,20
899,三年,装备制造大类,573,,19,2,20709,机械设计制造类,铸造技术,524,496,gkspecial573,560108,2,157,专科（高职）,8,20
900,三年,装备制造大类,574,,38,2,20670,机械设计制造类,锻压技术,523,634,gkspecial574,560109,2,157,专科（高职）,5,20
901,三年,装备制造大类,575,,10,4,20794,机械设计制造类,焊接技术与自动化,522,363,gkspecial575,560110,2,157,专科（高职）,11,20
902,三年,装备制造大类,576,,26,2,20694,机械设计制造类,机械产品检测检验技术,521,543,gkspecial576,560111,2,157,专科（高职）,5,20
903,三年,装备制造大类,577,,23,2,20700,机械设计制造类,理化测试与质检技术,520,521,gkspecial577,560112,2,157,专科（高职）,5,20
904,三年,装备制造大类,578,,54,2,4327,机械设计制造类,模具设计与制造,519,995,gkspecial578,560113,2,157,专科（高职）,19,20
905,三年,装备制造大类,579,,17,3,20736,机械设计制造类,电机与电器技术,518,435,gkspecial579,560114,2,157,专科（高职）,9,20
906,三年,装备制造大类,580,,53,1,4580,机械设计制造类,电线电缆制造技术,517,978,gkspecial580,560115,2,157,专科（高职）,4,20
907,三年,装备制造大类,581,,57,2,3670,机械设计制造类,内燃机制造与维修,516,1050,gkspecial581,560116,2,157,专科（高职）,7,20
908,三年,装备制造大类,582,,12,3,20768,机械设计制造类,机械装备制造技术,515,394,gkspecial582,560117,2,157,专科（高职）,13,20
909,三年,装备制造大类,583,,1,3,23066,机械设计制造类,工业设计,514,88,gkspecial583,560118,2,157,专科（高职）,33,20
910,三年,装备制造大类,584,,14,2,20765,机械设计制造类,工业工程技术,513,400,gkspecial584,560119,2,157,专科（高职）,6,20
911,三年,装备制造大类,585,,63,3,2373,机电设备类,自动化生产设备应用,512,1192,gkspecial585,560201,2,158,专科（高职）,11,20
912,三年,装备制造大类,586,,24,2,20695,机电设备类,机电设备安装技术,511,533,gkspecial586,560202,2,158,专科（高职）,5,20
913,三年,装备制造大类,587,,61,3,2662,机电设备类,机电设备维修与管理,510,1159,gkspecial587,560203,2,158,专科（高职）,7,20
914,三年,装备制造大类,588,,58,3,3583,机电设备类,数控设备应用与维护,509,1057,gkspecial588,560204,2,158,专科（高职）,21,20
915,三年,装备制造大类,589,,52,5,4732,机电设备类,制冷与空调技术,508,963,gkspecial589,560205,2,158,专科（高职）,8,20
916,三年,装备制造大类,590,,25,2,20695,机电设备类,光电制造与应用技术,507,534,gkspecial590,560206,2,158,专科（高职）,12,20
917,三年,装备制造大类,591,,15,4,20761,机电设备类,新能源装备技术,506,405,gkspecial591,560207,2,158,专科（高职）,10,20
918,三年,装备制造大类,592,,4,4,21538,自动化类,机电一体化技术,505,155,gkspecial592,560301,2,159,专科（高职）,43,20
919,三年,装备制造大类,593,,51,6,5346,自动化类,电气自动化技术,504,933,gkspecial593,560302,2,159,专科（高职）,39,20
920,三年,装备制造大类,594,,18,2,20718,自动化类,工业过程自动化技术,503,474,gkspecial594,560303,2,159,专科（高职）,6,20
921,三年,装备制造大类,595,,8,4,20973,自动化类,智能控制技术,502,264,gkspecial595,560304,2,159,专科（高职）,23,20
922,三年,装备制造大类,596,,65,2,1631,自动化类,工业网络技术,501,1241,gkspecial596,560305,2,159,专科（高职）,7,20
923,三年,装备制造大类,597,,32,3,20682,自动化类,工业自动化仪表,500,599,gkspecial597,560306,2,159,专科（高职）,6,20
924,三年,装备制造大类,598,,64,2,1757,自动化类,液压与气动技术,499,1230,gkspecial598,560307,2,159,专科（高职）,8,20
925,三年,装备制造大类,599,,22,2,20704,自动化类,电梯工程技术,498,509,gkspecial599,560308,2,159,专科（高职）,8,20
926,三年,装备制造大类,600,,5,2,21154,自动化类,工业机器人技术,497,206,gkspecial600,560309,2,159,专科（高职）,50,20
927,三年,装备制造大类,601,,11,2,20777,铁道装备类,铁道机车车辆制造与维护,496,378,gkspecial601,560401,2,160,专科（高职）,10,20
928,三年,装备制造大类,602,,16,2,20738,铁道装备类,铁道通信信号设备制造与维护,495,429,gkspecial602,560402,2,160,专科（高职）,12,20
929,三年,装备制造大类,603,,29,2,20690,铁道装备类,铁道施工和养路机械制造与维护,494,561,gkspecial603,560403,2,160,专科（高职）,9,20
930,三年,装备制造大类,604,,49,3,9088,船舶与海洋工程装备类,船舶工程技术,493,798,gkspecial604,560501,2,161,专科（高职）,13,20
931,三年,装备制造大类,605,,28,2,20692,船舶与海洋工程装备类,船舶机械工程技术,492,553,gkspecial605,560502,2,161,专科（高职）,9,20
932,三年,装备制造大类,606,,31,2,20684,船舶与海洋工程装备类,船舶电气工程技术,491,589,gkspecial606,560503,2,161,专科（高职）,12,20
933,三年,装备制造大类,607,,41,2,20665,船舶与海洋工程装备类,船舶舾装工程技术,490,652,gkspecial607,560504,2,161,专科（高职）,10,20
934,三年,装备制造大类,608,,43,2,20663,船舶与海洋工程装备类,船舶涂装工程技术,489,657,gkspecial608,560505,2,161,专科（高职）,9,20
935,三年,装备制造大类,609,,37,2,20672,船舶与海洋工程装备类,游艇设计与制造,488,627,gkspecial609,560506,2,161,专科（高职）,7,20
936,三年,装备制造大类,610,,33,2,20682,船舶与海洋工程装备类,海洋工程技术,487,600,gkspecial610,560507,2,161,专科（高职）,9,20
937,三年,装备制造大类,611,,42,2,20665,船舶与海洋工程装备类,船舶通信与导航,486,653,gkspecial611,560508,2,161,专科（高职）,8,20
938,三年,装备制造大类,612,,34,3,20678,船舶与海洋工程装备类,船舶动力工程技术,485,609,gkspecial612,560509,2,161,专科（高职）,11,20
939,三年,装备制造大类,613,,13,3,20767,航空装备类,飞行器制造技术,484,397,gkspecial613,560601,2,162,专科（高职）,11,20
940,三年,装备制造大类,614,,20,2,20707,航空装备类,飞行器维修技术,483,499,gkspecial614,560602,2,162,专科（高职）,8,20
941,三年,装备制造大类,615,,21,5,20707,航空装备类,航空发动机制造技术,482,500,gkspecial615,560603,2,162,专科（高职）,12,20
942,三年,装备制造大类,616,,44,2,20663,航空装备类,航空发动机装试技术,481,658,gkspecial616,560604,2,162,专科（高职）,7,20
943,三年,装备制造大类,617,,27,3,20693,航空装备类,航空发动机维修技术,480,546,gkspecial617,560605,2,162,专科（高职）,9,20
944,三年,装备制造大类,618,,40,2,20669,航空装备类,飞机机载设备制造技术,479,640,gkspecial618,560606,2,162,专科（高职）,7,20
945,三年,装备制造大类,619,,30,2,20686,航空装备类,飞机机载设备维修技术,478,579,gkspecial619,560607,2,162,专科（高职）,8,20
946,三年,装备制造大类,620,,56,2,3919,航空装备类,航空电子电气技术,477,1035,gkspecial620,560608,2,162,专科（高职）,8,20
947,三年,装备制造大类,621,,36,2,20673,航空装备类,航空材料精密成型技术,476,623,gkspecial621,560609,2,162,专科（高职）,8,20
948,三年,装备制造大类,622,,7,3,20980,航空装备类,无人机应用技术,475,259,gkspecial622,560610,2,162,专科（高职）,20,20
949,三年,装备制造大类,623,,45,1,17599,航空装备类,导弹维修,474,682,gkspecial623,560611,2,162,专科（高职）,18,20
950,三年,装备制造大类,624,,55,4,4251,汽车制造类,汽车制造与装配技术,473,1004,gkspecial624,560701,2,163,专科（高职）,17,20
951,三年,装备制造大类,625,,6,2,21033,汽车制造类,汽车检测与维修技术,472,242,gkspecial625,560702,2,163,专科（高职）,24,20
952,三年,装备制造大类,626,,60,1,3129,汽车制造类,汽车电子技术,471,1101,gkspecial626,560703,2,163,专科（高职）,8,20
953,三年,装备制造大类,627,,35,2,20675,汽车制造类,汽车造型技术,470,615,gkspecial627,560704,2,163,专科（高职）,9,20
954,三年,装备制造大类,628,,39,2,20670,汽车制造类,汽车试验技术,469,635,gkspecial628,560705,2,163,专科（高职）,8,20
955,三年,装备制造大类,629,,2,2,22111,汽车制造类,汽车改装技术,468,125,gkspecial629,560706,2,163,专科（高职）,11,20
956,三年,装备制造大类,630,,3,12,21633,汽车制造类,新能源汽车技术,467,150,gkspecial630,560707,2,163,专科（高职）,60,20
957,三年,生物与化工大类,631,,16,8,3636,生物技术类,食品生物技术,466,1053,gkspecial631,570101,2,164,专科（高职）,36,21
958,三年,生物与化工大类,632,,2,10,21223,生物技术类,化工生物技术,465,192,gkspecial632,570102,2,164,专科（高职）,35,21
959,三年,生物与化工大类,633,,1,13,21533,生物技术类,药品生物技术,464,156,gkspecial633,570103,2,164,专科（高职）,47,21
960,三年,生物与化工大类,634,,3,5,20891,生物技术类,农业生物技术,463,294,gkspecial634,570104,2,164,专科（高职）,20,21
961,三年,生物与化工大类,635,,5,4,20828,生物技术类,生物产品检验检疫,462,335,gkspecial635,570105,2,164,专科（高职）,22,21
962,三年,生物与化工大类,636,,17,5,3186,化工技术类,应用化工技术,461,1094,gkspecial636,570201,2,165,专科（高职）,29,21
963,三年,生物与化工大类,637,,11,4,20714,化工技术类,石油炼制技术,460,484,gkspecial637,570202,2,165,专科（高职）,9,21
964,三年,生物与化工大类,638,,9,2,20763,化工技术类,石油化工技术,459,403,gkspecial638,570203,2,165,专科（高职）,14,21
965,三年,生物与化工大类,639,,4,4,20875,化工技术类,高分子合成技术,458,301,gkspecial639,570204,2,165,专科（高职）,15,21
966,三年,生物与化工大类,640,,7,2,20789,化工技术类,精细化工技术,457,367,gkspecial640,570205,2,165,专科（高职）,10,21
967,三年,生物与化工大类,641,,6,2,20795,化工技术类,海洋化工技术,456,360,gkspecial641,570206,2,165,专科（高职）,9,21
968,三年,生物与化工大类,642,,8,2,20771,化工技术类,工业分析技术,455,385,gkspecial642,570207,2,165,专科（高职）,8,21
969,三年,生物与化工大类,643,,12,3,20707,化工技术类,化工装备技术,454,501,gkspecial643,570208,2,165,专科（高职）,13,21
970,三年,生物与化工大类,644,,10,3,20751,化工技术类,化工自动化技术,453,415,gkspecial644,570209,2,165,专科（高职）,11,21
971,三年,生物与化工大类,645,,15,2,20677,化工技术类,涂装防护技术,452,612,gkspecial645,570210,2,165,专科（高职）,5,21
